"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"9239","58.80788040161133","58.80788040161133","58.80788040161133","42.82465362548828","42.82465362548828","42.82465362548828","15.655166625976562","15.655166625976562","15.655166625976562","58.67213821411133","58.67213821411133","58.67213821411133","42.92028045654297","42.92028045654297","42.92028045654297","15.238802909851074","15.238802909851074","15.238802909851074"
"9269","55.81356430053711","55.81356430053711","55.81356430053711","39.26256561279297","39.26256561279297","39.26256561279297","13.379526138305664","13.379526138305664","13.379526138305664","55.9157600402832","55.9157600402832","55.9157600402832","39.39649200439453","39.39649200439453","39.39649200439453","12.84613037109375","12.84613037109375","12.84613037109375"
"9299","61.87681579589844","61.87681579589844","61.87681579589844","44.4816780090332","44.4816780090332","44.4816780090332","14.614055633544922","14.614055633544922","14.614055633544922","61.78572463989258","61.78572463989258","61.78572463989258","44.30787658691406","44.30787658691406","44.30787658691406","14.303778648376465","14.303778648376465","14.303778648376465"
"9329","63.166141510009766","63.166141510009766","63.166141510009766","44.06846618652344","44.06846618652344","44.06846618652344","15.902833938598633","15.902833938598633","15.902833938598633","63.03977966308594","63.03977966308594","63.03977966308594","44.15520477294922","44.15520477294922","44.15520477294922","15.423810958862305","15.423810958862305","15.423810958862305"
"9359","59.22232437133789","59.22232437133789","59.22232437133789","42.715370178222656","42.715370178222656","42.715370178222656","15.95456600189209","15.95456600189209","15.95456600189209","59.30771255493164","59.30771255493164","59.30771255493164","42.93746566772461","42.93746566772461","42.93746566772461","15.721586227416992","15.721586227416992","15.721586227416992"
"9389","57.67641067504883","57.67641067504883","57.67641067504883","40.264854431152344","40.264854431152344","40.264854431152344","14.420209884643555","14.420209884643555","14.420209884643555","57.67835998535156","57.67835998535156","57.67835998535156","40.272621154785156","40.272621154785156","40.272621154785156","14.247953414916992","14.247953414916992","14.247953414916992"
"9419","59.76218795776367","59.76218795776367","59.76218795776367","46.45037078857422","46.45037078857422","46.45037078857422","16.69450569152832","16.69450569152832","16.69450569152832","59.68272399902344","59.68272399902344","59.68272399902344","46.4770393371582","46.4770393371582","46.4770393371582","16.16205596923828","16.16205596923828","16.16205596923828"
"9449","54.15858840942383","54.15858840942383","54.15858840942383","38.429325103759766","38.429325103759766","38.429325103759766","14.581271171569824","14.581271171569824","14.581271171569824","53.96714782714844","53.96714782714844","53.96714782714844","38.53639221191406","38.53639221191406","38.53639221191406","14.26668930053711","14.26668930053711","14.26668930053711"
"9479","53.8085823059082","53.8085823059082","53.8085823059082","39.86087417602539","39.86087417602539","39.86087417602539","13.052634239196777","13.052634239196777","13.052634239196777","53.83070373535156","53.83070373535156","53.83070373535156","39.96302032470703","39.96302032470703","39.96302032470703","12.751564979553223","12.751564979553223","12.751564979553223"
"9509","59.710472106933594","59.710472106933594","59.710472106933594","39.09482955932617","39.09482955932617","39.09482955932617","13.509987831115723","13.509987831115723","13.509987831115723","59.82078552246094","59.82078552246094","59.82078552246094","39.12821578979492","39.12821578979492","39.12821578979492","13.432708740234375","13.432708740234375","13.432708740234375"
"9539","59.72455978393555","59.72455978393555","59.72455978393555","41.08535385131836","41.08535385131836","41.08535385131836","15.128084182739258","15.128084182739258","15.128084182739258","59.622352600097656","59.622352600097656","59.622352600097656","41.31993103027344","41.31993103027344","41.31993103027344","14.816119194030762","14.816119194030762","14.816119194030762"
"9569","58.39836883544922","58.39836883544922","58.39836883544922","39.94062805175781","39.94062805175781","39.94062805175781","13.835185050964355","13.835185050964355","13.835185050964355","58.47681427001953","58.47681427001953","58.47681427001953","40.04098129272461","40.04098129272461","40.04098129272461","13.4439058303833","13.4439058303833","13.4439058303833"
"9599","60.26793670654297","60.26793670654297","60.26793670654297","42.58063507080078","42.58063507080078","42.58063507080078","15.575140953063965","15.575140953063965","15.575140953063965","60.0566520690918","60.0566520690918","60.0566520690918","42.62031555175781","42.62031555175781","42.62031555175781","15.47918701171875","15.47918701171875","15.47918701171875"
"9629","62.53266525268555","62.53266525268555","62.53266525268555","41.453182220458984","41.453182220458984","41.453182220458984","14.699868202209473","14.699868202209473","14.699868202209473","62.7190055847168","62.7190055847168","62.7190055847168","41.531700134277344","41.531700134277344","41.531700134277344","14.350886344909668","14.350886344909668","14.350886344909668"
"9659","67.2764663696289","67.2764663696289","67.2764663696289","45.81119155883789","45.81119155883789","45.81119155883789","15.675127983093262","15.675127983093262","15.675127983093262","67.19121551513672","67.19121551513672","67.19121551513672","45.77824783325195","45.77824783325195","45.77824783325195","15.312323570251465","15.312323570251465","15.312323570251465"
"9689","64.82441711425781","64.82441711425781","64.82441711425781","44.372440338134766","44.372440338134766","44.372440338134766","14.64894962310791","14.64894962310791","14.64894962310791","64.58123779296875","64.58123779296875","64.58123779296875","44.3355712890625","44.3355712890625","44.3355712890625","14.438243865966797","14.438243865966797","14.438243865966797"
"9719","59.54119873046875","59.54119873046875","59.54119873046875","40.53779602050781","40.53779602050781","40.53779602050781","14.426520347595215","14.426520347595215","14.426520347595215","59.34614944458008","59.34614944458008","59.34614944458008","40.58391189575195","40.58391189575195","40.58391189575195","14.388236999511719","14.388236999511719","14.388236999511719"
"9749","59.415061950683594","59.415061950683594","59.415061950683594","39.82758712768555","39.82758712768555","39.82758712768555","14.653666496276855","14.653666496276855","14.653666496276855","59.29380798339844","59.29380798339844","59.29380798339844","39.911476135253906","39.911476135253906","39.911476135253906","14.461356163024902","14.461356163024902","14.461356163024902"
"9779","57.96151351928711","57.96151351928711","57.96151351928711","38.6820068359375","38.6820068359375","38.6820068359375","14.176047325134277","14.176047325134277","14.176047325134277","57.875526428222656","57.875526428222656","57.875526428222656","38.780975341796875","38.780975341796875","38.780975341796875","13.792885780334473","13.792885780334473","13.792885780334473"
"9809","63.31904983520508","63.31904983520508","63.31904983520508","43.20096969604492","43.20096969604492","43.20096969604492","15.845860481262207","15.845860481262207","15.845860481262207","63.2021484375","63.2021484375","63.2021484375","43.3076171875","43.3076171875","43.3076171875","15.539669036865234","15.539669036865234","15.539669036865234"
"9839","58.21163558959961","58.21163558959961","58.21163558959961","43.29109191894531","43.29109191894531","43.29109191894531","14.680291175842285","14.680291175842285","14.680291175842285","58.41746520996094","58.41746520996094","58.41746520996094","43.31977844238281","43.31977844238281","43.31977844238281","14.257094383239746","14.257094383239746","14.257094383239746"
"9869","55.73731231689453","55.73731231689453","55.73731231689453","44.63908004760742","44.63908004760742","44.63908004760742","14.353655815124512","14.353655815124512","14.353655815124512","55.779666900634766","55.779666900634766","55.779666900634766","42.51093673706055","42.51093673706055","42.51093673706055","13.948261260986328","13.948261260986328","13.948261260986328"
"9899","60.35309600830078","60.35309600830078","60.35309600830078","46.47481918334961","46.47481918334961","46.47481918334961","16.9003849029541","16.9003849029541","16.9003849029541","60.19557571411133","60.19557571411133","60.19557571411133","46.24286651611328","46.24286651611328","46.24286651611328","16.546106338500977","16.546106338500977","16.546106338500977"
"9929","60.3336296081543","60.3336296081543","60.3336296081543","43.445068359375","43.445068359375","43.445068359375","15.897021293640137","15.897021293640137","15.897021293640137","60.24468994140625","60.24468994140625","60.24468994140625","43.4268684387207","43.4268684387207","43.4268684387207","15.59776782989502","15.59776782989502","15.59776782989502"
"9959","60.6743278503418","60.6743278503418","60.6743278503418","41.04205322265625","41.04205322265625","41.04205322265625","15.194154739379883","15.194154739379883","15.194154739379883","60.494075775146484","60.494075775146484","60.494075775146484","41.12730407714844","41.12730407714844","41.12730407714844","14.895007133483887","14.895007133483887","14.895007133483887"
"9989","58.25938415527344","58.25938415527344","58.25938415527344","41.62087631225586","41.62087631225586","41.62087631225586","14.799473762512207","14.799473762512207","14.799473762512207","58.067771911621094","58.067771911621094","58.067771911621094","41.60216522216797","41.60216522216797","41.60216522216797","14.926241874694824","14.926241874694824","14.926241874694824"
"10019","60.470672607421875","60.470672607421875","60.470672607421875","42.584022521972656","42.584022521972656","42.584022521972656","15.042376518249512","15.042376518249512","15.042376518249512","60.61383819580078","60.61383819580078","60.61383819580078","42.53236770629883","42.53236770629883","42.53236770629883","14.788139343261719","14.788139343261719","14.788139343261719"
"10049","56.00667953491211","56.00667953491211","56.00667953491211","40.61129379272461","40.61129379272461","40.61129379272461","14.586252212524414","14.586252212524414","14.586252212524414","56.02996063232422","56.02996063232422","56.02996063232422","40.68213653564453","40.68213653564453","40.68213653564453","14.29033374786377","14.29033374786377","14.29033374786377"
"10079","51.30392837524414","51.30392837524414","51.30392837524414","37.403621673583984","37.403621673583984","37.403621673583984","13.736477851867676","13.736477851867676","13.736477851867676","51.30510711669922","51.30510711669922","51.30510711669922","37.5583381652832","37.5583381652832","37.5583381652832","13.320013999938965","13.320013999938965","13.320013999938965"
"10109","56.07039260864258","56.07039260864258","56.07039260864258","40.90480041503906","40.90480041503906","40.90480041503906","15.293920516967773","15.293920516967773","15.293920516967773","56.07954788208008","56.07954788208008","56.07954788208008","40.9368782043457","40.9368782043457","40.9368782043457","15.260570526123047","15.260570526123047","15.260570526123047"
"10139","59.771453857421875","59.771453857421875","59.771453857421875","41.53554153442383","41.53554153442383","41.53554153442383","16.128713607788086","16.128713607788086","16.128713607788086","59.924686431884766","59.924686431884766","59.924686431884766","41.65358352661133","41.65358352661133","41.65358352661133","15.660017967224121","15.660017967224121","15.660017967224121"
"10169","58.048030853271484","58.048030853271484","58.048030853271484","42.52645492553711","42.52645492553711","42.52645492553711","17.024126052856445","17.024126052856445","17.024126052856445","57.90209197998047","57.90209197998047","57.90209197998047","42.75288391113281","42.75288391113281","42.75288391113281","16.468353271484375","16.468353271484375","16.468353271484375"
"10199","57.846405029296875","57.846405029296875","57.846405029296875","44.12395477294922","44.12395477294922","44.12395477294922","16.872928619384766","16.872928619384766","16.872928619384766","57.831581115722656","57.831581115722656","57.831581115722656","44.171043395996094","44.171043395996094","44.171043395996094","16.790367126464844","16.790367126464844","16.790367126464844"
"10229","61.4470100402832","61.4470100402832","61.4470100402832","47.44966506958008","47.44966506958008","47.44966506958008","17.017154693603516","17.017154693603516","17.017154693603516","61.70303726196289","61.70303726196289","61.70303726196289","47.49699020385742","47.49699020385742","47.49699020385742","16.619001388549805","16.619001388549805","16.619001388549805"
"10259","57.99285888671875","57.99285888671875","57.99285888671875","41.05707931518555","41.05707931518555","41.05707931518555","14.51494026184082","14.51494026184082","14.51494026184082","57.79127883911133","57.79127883911133","57.79127883911133","41.02204513549805","41.02204513549805","41.02204513549805","14.095306396484375","14.095306396484375","14.095306396484375"
"10289","50.23063278198242","50.23063278198242","50.23063278198242","36.51902389526367","36.51902389526367","36.51902389526367","13.672141075134277","13.672141075134277","13.672141075134277","50.38052749633789","50.38052749633789","50.38052749633789","36.46649932861328","36.46649932861328","36.46649932861328","13.549391746520996","13.549391746520996","13.549391746520996"
"10319","54.2678108215332","54.2678108215332","54.2678108215332","42.1022834777832","42.1022834777832","42.1022834777832","14.645983695983887","14.645983695983887","14.645983695983887","54.34368896484375","54.34368896484375","54.34368896484375","42.10246658325195","42.10246658325195","42.10246658325195","14.060504913330078","14.060504913330078","14.060504913330078"
"10349","62.23794937133789","62.23794937133789","62.23794937133789","45.73018264770508","45.73018264770508","45.73018264770508","17.176799774169922","17.176799774169922","17.176799774169922","62.314212799072266","62.314212799072266","62.314212799072266","45.61674880981445","45.61674880981445","45.61674880981445","16.93719482421875","16.93719482421875","16.93719482421875"
"10379","60.5594367980957","60.5594367980957","60.5594367980957","41.47081756591797","41.47081756591797","41.47081756591797","13.522744178771973","13.522744178771973","13.522744178771973","60.397239685058594","60.397239685058594","60.397239685058594","41.58379364013672","41.58379364013672","41.58379364013672","13.391279220581055","13.391279220581055","13.391279220581055"
"10409","55.31434631347656","55.31434631347656","55.31434631347656","40.07277297973633","40.07277297973633","40.07277297973633","15.32526969909668","15.32526969909668","15.32526969909668","54.982269287109375","54.982269287109375","54.982269287109375","40.191184997558594","40.191184997558594","40.191184997558594","14.996970176696777","14.996970176696777","14.996970176696777"
"10439","55.18244171142578","55.18244171142578","55.18244171142578","36.82233810424805","36.82233810424805","36.82233810424805","13.34266185760498","13.34266185760498","13.34266185760498","55.20259475708008","55.20259475708008","55.20259475708008","36.73817443847656","36.73817443847656","36.73817443847656","13.188715934753418","13.188715934753418","13.188715934753418"
"10469","61.17971420288086","61.17971420288086","61.17971420288086","43.83560562133789","43.83560562133789","43.83560562133789","14.019755363464355","14.019755363464355","14.019755363464355","61.22488021850586","61.22488021850586","61.22488021850586","55.93927764892578","55.93927764892578","55.93927764892578","13.51393985748291","13.51393985748291","13.51393985748291"
"10499","62.737205505371094","62.737205505371094","62.737205505371094","49.872371673583984","49.872371673583984","49.872371673583984","17.672893524169922","17.672893524169922","17.672893524169922","62.87765884399414","62.87765884399414","62.87765884399414","49.92203903198242","49.92203903198242","49.92203903198242","17.441295623779297","17.441295623779297","17.441295623779297"
"10529","71.11922454833984","71.11922454833984","71.11922454833984","45.58161163330078","45.58161163330078","45.58161163330078","14.652005195617676","14.652005195617676","14.652005195617676","71.0061264038086","71.0061264038086","71.0061264038086","45.597347259521484","45.597347259521484","45.597347259521484","14.374950408935547","14.374950408935547","14.374950408935547"
"10559","56.191932678222656","56.191932678222656","56.191932678222656","39.097206115722656","39.097206115722656","39.097206115722656","13.597698211669922","13.597698211669922","13.597698211669922","56.36112976074219","56.36112976074219","56.36112976074219","39.00004196166992","39.00004196166992","39.00004196166992","13.477611541748047","13.477611541748047","13.477611541748047"
"10589","54.00973892211914","54.00973892211914","54.00973892211914","36.74800109863281","36.74800109863281","36.74800109863281","13.433506965637207","13.433506965637207","13.433506965637207","53.96109390258789","53.96109390258789","53.96109390258789","36.80577087402344","36.80577087402344","36.80577087402344","13.102625846862793","13.102625846862793","13.102625846862793"
"10619","58.0847282409668","58.0847282409668","58.0847282409668","43.444461822509766","43.444461822509766","43.444461822509766","15.525243759155273","15.525243759155273","15.525243759155273","57.92395782470703","57.92395782470703","57.92395782470703","43.35395812988281","43.35395812988281","43.35395812988281","15.541979789733887","15.541979789733887","15.541979789733887"
"10649","58.666229248046875","58.666229248046875","58.666229248046875","39.45492172241211","39.45492172241211","39.45492172241211","14.250056266784668","14.250056266784668","14.250056266784668","58.99271011352539","58.99271011352539","58.99271011352539","39.45242691040039","39.45242691040039","39.45242691040039","14.00670051574707","14.00670051574707","14.00670051574707"
"10679","54.572967529296875","54.572967529296875","54.572967529296875","38.21628952026367","38.21628952026367","38.21628952026367","13.576146125793457","13.576146125793457","13.576146125793457","54.34700393676758","54.34700393676758","54.34700393676758","38.345340728759766","38.345340728759766","38.345340728759766","13.200729370117188","13.200729370117188","13.200729370117188"
"10709","55.69087600708008","55.69087600708008","55.69087600708008","42.62187957763672","42.62187957763672","42.62187957763672","13.761167526245117","13.761167526245117","13.761167526245117","55.68646240234375","55.68646240234375","55.68646240234375","41.5740852355957","41.5740852355957","41.5740852355957","13.47197437286377","13.47197437286377","13.47197437286377"
"10739","53.12302780151367","53.12302780151367","53.12302780151367","37.358333587646484","37.358333587646484","37.358333587646484","12.779767036437988","12.779767036437988","12.779767036437988","53.09574890136719","53.09574890136719","53.09574890136719","37.34577941894531","37.34577941894531","37.34577941894531","12.569389343261719","12.569389343261719","12.569389343261719"
"10769","59.87314224243164","59.87314224243164","59.87314224243164","41.96509552001953","41.96509552001953","41.96509552001953","14.60477352142334","14.60477352142334","14.60477352142334","59.99090576171875","59.99090576171875","59.99090576171875","42.087860107421875","42.087860107421875","42.087860107421875","14.349479675292969","14.349479675292969","14.349479675292969"
"10799","57.01704025268555","57.01704025268555","57.01704025268555","37.82176208496094","37.82176208496094","37.82176208496094","13.690760612487793","13.690760612487793","13.690760612487793","56.81367874145508","56.81367874145508","56.81367874145508","37.64304733276367","37.64304733276367","37.64304733276367","13.308510780334473","13.308510780334473","13.308510780334473"
"10829","60.401580810546875","60.401580810546875","60.401580810546875","43.75361251831055","43.75361251831055","43.75361251831055","16.27499771118164","16.27499771118164","16.27499771118164","60.24461364746094","60.24461364746094","60.24461364746094","43.66382598876953","43.66382598876953","43.66382598876953","16.055593490600586","16.055593490600586","16.055593490600586"
"10859","57.28200912475586","57.28200912475586","57.28200912475586","37.278438568115234","37.278438568115234","37.278438568115234","13.629836082458496","13.629836082458496","13.629836082458496","57.24811553955078","57.24811553955078","57.24811553955078","37.3428955078125","37.3428955078125","37.3428955078125","13.303441047668457","13.303441047668457","13.303441047668457"
"10889","61.69322967529297","61.69322967529297","61.69322967529297","51.44296646118164","51.44296646118164","51.44296646118164","14.74144172668457","14.74144172668457","14.74144172668457","61.95182800292969","61.95182800292969","61.95182800292969","51.41336441040039","51.41336441040039","51.41336441040039","14.797298431396484","14.797298431396484","14.797298431396484"
"10919","60.74673843383789","60.74673843383789","60.74673843383789","54.23875045776367","54.23875045776367","54.23875045776367","14.371465682983398","14.371465682983398","14.371465682983398","62.24756622314453","62.24756622314453","62.24756622314453","46.19599151611328","46.19599151611328","46.19599151611328","14.288331985473633","14.288331985473633","14.288331985473633"
"10949","57.26772689819336","57.26772689819336","57.26772689819336","41.11663818359375","41.11663818359375","41.11663818359375","14.231061935424805","14.231061935424805","14.231061935424805","57.431175231933594","57.431175231933594","57.431175231933594","40.90156555175781","40.90156555175781","40.90156555175781","14.29891586303711","14.29891586303711","14.29891586303711"
"10979","59.54849624633789","59.54849624633789","59.54849624633789","42.11627960205078","42.11627960205078","42.11627960205078","15.80186939239502","15.80186939239502","15.80186939239502","59.67622756958008","59.67622756958008","59.67622756958008","42.11372375488281","42.11372375488281","42.11372375488281","15.585274696350098","15.585274696350098","15.585274696350098"
"11009","58.121826171875","58.121826171875","58.121826171875","42.44855499267578","42.44855499267578","42.44855499267578","16.98519515991211","16.98519515991211","16.98519515991211","58.134525299072266","58.134525299072266","58.134525299072266","42.46296691894531","42.46296691894531","42.46296691894531","16.754213333129883","16.754213333129883","16.754213333129883"
"11039","54.675262451171875","54.675262451171875","54.675262451171875","35.91400909423828","35.91400909423828","35.91400909423828","11.84271240234375","11.84271240234375","11.84271240234375","54.893070220947266","54.893070220947266","54.893070220947266","35.763343811035156","35.763343811035156","35.763343811035156","11.623491287231445","11.623491287231445","11.623491287231445"
"11069","56.93364715576172","56.93364715576172","56.93364715576172","38.894447326660156","38.894447326660156","38.894447326660156","14.413235664367676","14.413235664367676","14.413235664367676","56.82775115966797","56.82775115966797","56.82775115966797","38.86479568481445","38.86479568481445","38.86479568481445","14.079246520996094","14.079246520996094","14.079246520996094"
"11099","58.83823013305664","58.83823013305664","58.83823013305664","42.73440170288086","42.73440170288086","42.73440170288086","15.725569725036621","15.725569725036621","15.725569725036621","58.659271240234375","58.659271240234375","58.659271240234375","42.81697082519531","42.81697082519531","42.81697082519531","15.64622974395752","15.64622974395752","15.64622974395752"
"11129","56.132694244384766","56.132694244384766","56.132694244384766","38.143619537353516","38.143619537353516","38.143619537353516","11.85960578918457","11.85960578918457","11.85960578918457","55.91018295288086","55.91018295288086","55.91018295288086","38.06379699707031","38.06379699707031","38.06379699707031","11.703923225402832","11.703923225402832","11.703923225402832"
"11159","55.60145568847656","55.60145568847656","55.60145568847656","38.388736724853516","38.388736724853516","38.388736724853516","13.017096519470215","13.017096519470215","13.017096519470215","55.51218032836914","55.51218032836914","55.51218032836914","38.45148849487305","38.45148849487305","38.45148849487305","12.88253116607666","12.88253116607666","12.88253116607666"
"11189","58.14266586303711","58.14266586303711","58.14266586303711","45.22938919067383","45.22938919067383","45.22938919067383","15.383502960205078","15.383502960205078","15.383502960205078","58.37818145751953","58.37818145751953","58.37818145751953","49.363162994384766","49.363162994384766","49.363162994384766","14.798848152160645","14.798848152160645","14.798848152160645"
"11219","61.03176498413086","61.03176498413086","61.03176498413086","41.378318786621094","41.378318786621094","41.378318786621094","14.99890422821045","14.99890422821045","14.99890422821045","61.0509033203125","61.0509033203125","61.0509033203125","41.34816360473633","41.34816360473633","41.34816360473633","14.809603691101074","14.809603691101074","14.809603691101074"
"11249","54.84658432006836","54.84658432006836","54.84658432006836","39.13732147216797","39.13732147216797","39.13732147216797","14.6093111038208","14.6093111038208","14.6093111038208","54.769691467285156","54.769691467285156","54.769691467285156","39.2346076965332","39.2346076965332","39.2346076965332","14.509601593017578","14.509601593017578","14.509601593017578"
"11279","57.87071228027344","57.87071228027344","57.87071228027344","43.33586883544922","43.33586883544922","43.33586883544922","15.923297882080078","15.923297882080078","15.923297882080078","57.91342544555664","57.91342544555664","57.91342544555664","43.17056655883789","43.17056655883789","43.17056655883789","15.585759162902832","15.585759162902832","15.585759162902832"
"11309","58.76283645629883","58.76283645629883","58.76283645629883","44.06250762939453","44.06250762939453","44.06250762939453","14.106867790222168","14.106867790222168","14.106867790222168","58.721092224121094","58.721092224121094","58.721092224121094","44.2219123840332","44.2219123840332","44.2219123840332","13.935749053955078","13.935749053955078","13.935749053955078"
"11339","58.39937210083008","58.39937210083008","58.39937210083008","43.8698616027832","43.8698616027832","43.8698616027832","16.867408752441406","16.867408752441406","16.867408752441406","58.37876510620117","58.37876510620117","58.37876510620117","43.81650924682617","43.81650924682617","43.81650924682617","16.287879943847656","16.287879943847656","16.287879943847656"
"11369","55.24260711669922","55.24260711669922","55.24260711669922","39.4200553894043","39.4200553894043","39.4200553894043","14.805316925048828","14.805316925048828","14.805316925048828","55.319793701171875","55.319793701171875","55.319793701171875","39.42253494262695","39.42253494262695","39.42253494262695","14.298357009887695","14.298357009887695","14.298357009887695"
"11399","56.32009506225586","56.32009506225586","56.32009506225586","36.68716812133789","36.68716812133789","36.68716812133789","12.84669303894043","12.84669303894043","12.84669303894043","56.581321716308594","56.581321716308594","56.581321716308594","36.596797943115234","36.596797943115234","36.596797943115234","12.8124361038208","12.8124361038208","12.8124361038208"
"11429","50.99119186401367","50.99119186401367","50.99119186401367","51.7812385559082","51.7812385559082","51.7812385559082","12.158547401428223","12.158547401428223","12.158547401428223","49.534481048583984","49.534481048583984","49.534481048583984","54.70146179199219","54.70146179199219","54.70146179199219","12.015443801879883","12.015443801879883","12.015443801879883"
"11459","55.83782958984375","55.83782958984375","55.83782958984375","38.351776123046875","38.351776123046875","38.351776123046875","14.553678512573242","14.553678512573242","14.553678512573242","55.911380767822266","55.911380767822266","55.911380767822266","38.33871841430664","38.33871841430664","38.33871841430664","14.297374725341797","14.297374725341797","14.297374725341797"
"11489","52.625389099121094","52.625389099121094","52.625389099121094","35.433799743652344","35.433799743652344","35.433799743652344","12.096283912658691","12.096283912658691","12.096283912658691","52.690677642822266","52.690677642822266","52.690677642822266","35.42000961303711","35.42000961303711","35.42000961303711","11.95656967163086","11.95656967163086","11.95656967163086"
"11519","60.217411041259766","60.217411041259766","60.217411041259766","43.88203048706055","43.88203048706055","43.88203048706055","15.544039726257324","15.544039726257324","15.544039726257324","60.224891662597656","60.224891662597656","60.224891662597656","43.91764450073242","43.91764450073242","43.91764450073242","15.688368797302246","15.688368797302246","15.688368797302246"
"11549","66.19061279296875","66.19061279296875","66.19061279296875","50.47977828979492","50.47977828979492","50.47977828979492","19.812335968017578","19.812335968017578","19.812335968017578","66.15719604492188","66.15719604492188","66.15719604492188","50.43088912963867","50.43088912963867","50.43088912963867","19.393117904663086","19.393117904663086","19.393117904663086"
"11579","57.625614166259766","57.625614166259766","57.625614166259766","41.14043045043945","41.14043045043945","41.14043045043945","13.651029586791992","13.651029586791992","13.651029586791992","58.249237060546875","58.249237060546875","58.249237060546875","38.99540328979492","38.99540328979492","38.99540328979492","13.424433708190918","13.424433708190918","13.424433708190918"
"11609","58.25094223022461","58.25094223022461","58.25094223022461","42.877098083496094","42.877098083496094","42.877098083496094","16.904905319213867","16.904905319213867","16.904905319213867","58.44448471069336","58.44448471069336","58.44448471069336","43.07406997680664","43.07406997680664","43.07406997680664","17.033729553222656","17.033729553222656","17.033729553222656"
"11639","54.99428176879883","54.99428176879883","54.99428176879883","52.81181335449219","52.81181335449219","52.81181335449219","13.559234619140625","13.559234619140625","13.559234619140625","54.974754333496094","54.974754333496094","54.974754333496094","38.80006408691406","38.80006408691406","38.80006408691406","13.388368606567383","13.388368606567383","13.388368606567383"
"11669","56.15148162841797","56.15148162841797","56.15148162841797","38.8907356262207","38.8907356262207","38.8907356262207","14.829537391662598","14.829537391662598","14.829537391662598","56.17359161376953","56.17359161376953","56.17359161376953","38.67036437988281","38.67036437988281","38.67036437988281","14.507272720336914","14.507272720336914","14.507272720336914"
"11699","57.299373626708984","57.299373626708984","57.299373626708984","45.46932601928711","45.46932601928711","45.46932601928711","13.138687133789062","13.138687133789062","13.138687133789062","57.42915725708008","57.42915725708008","57.42915725708008","42.210693359375","42.210693359375","42.210693359375","12.985529899597168","12.985529899597168","12.985529899597168"
"11729","54.67625427246094","54.67625427246094","54.67625427246094","41.32122039794922","41.32122039794922","41.32122039794922","14.97960090637207","14.97960090637207","14.97960090637207","54.67203140258789","54.67203140258789","54.67203140258789","41.18855285644531","41.18855285644531","41.18855285644531","14.751035690307617","14.751035690307617","14.751035690307617"
"11759","56.19853210449219","56.19853210449219","56.19853210449219","41.12885665893555","41.12885665893555","41.12885665893555","14.920197486877441","14.920197486877441","14.920197486877441","56.263065338134766","56.263065338134766","56.263065338134766","41.35244369506836","41.35244369506836","41.35244369506836","14.685731887817383","14.685731887817383","14.685731887817383"
"11789","56.34625244140625","56.34625244140625","56.34625244140625","39.19682693481445","39.19682693481445","39.19682693481445","15.185348510742188","15.185348510742188","15.185348510742188","56.66019821166992","56.66019821166992","56.66019821166992","39.40616226196289","39.40616226196289","39.40616226196289","14.904885292053223","14.904885292053223","14.904885292053223"
"11819","59.05596160888672","59.05596160888672","59.05596160888672","41.23655700683594","41.23655700683594","41.23655700683594","14.526419639587402","14.526419639587402","14.526419639587402","58.70503616333008","58.70503616333008","58.70503616333008","41.37418746948242","41.37418746948242","41.37418746948242","14.332029342651367","14.332029342651367","14.332029342651367"
"11849","51.14558410644531","51.14558410644531","51.14558410644531","34.04847717285156","34.04847717285156","34.04847717285156","11.543327331542969","11.543327331542969","11.543327331542969","51.16070556640625","51.16070556640625","51.16070556640625","33.97114562988281","33.97114562988281","33.97114562988281","11.23367691040039","11.23367691040039","11.23367691040039"
