"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"9389","48.51005172729492","48.51005172729492","48.51005172729492","104.54584503173828","104.54584503173828","104.54584503173828","28.78166389465332","28.78166389465332","28.78166389465332","48.711639404296875","48.711639404296875","48.711639404296875","103.92247009277344","103.92247009277344","103.92247009277344","28.754249572753906","28.754249572753906","28.754249572753906"
"9419","53.055145263671875","53.055145263671875","53.055145263671875","111.00630950927734","111.00630950927734","111.00630950927734","29.07878875732422","29.07878875732422","29.07878875732422","53.09268569946289","53.09268569946289","53.09268569946289","110.18155670166016","110.18155670166016","110.18155670166016","28.99406623840332","28.99406623840332","28.99406623840332"
"9449","52.31658172607422","52.31658172607422","52.31658172607422","111.56195068359375","111.56195068359375","111.56195068359375","37.49427795410156","37.49427795410156","37.49427795410156","52.52451705932617","52.52451705932617","52.52451705932617","110.98672485351562","110.98672485351562","110.98672485351562","37.63728332519531","37.63728332519531","37.63728332519531"
"9479","54.80910873413086","54.80910873413086","54.80910873413086","110.39280700683594","110.39280700683594","110.39280700683594","30.624643325805664","30.624643325805664","30.624643325805664","54.70117950439453","54.70117950439453","54.70117950439453","111.35118865966797","111.35118865966797","111.35118865966797","30.879858016967773","30.879858016967773","30.879858016967773"
"9509","54.79545593261719","54.79545593261719","54.79545593261719","116.26438903808594","116.26438903808594","116.26438903808594","42.0015869140625","42.0015869140625","42.0015869140625","54.75202941894531","54.75202941894531","54.75202941894531","115.41777038574219","115.41777038574219","115.41777038574219","42.19509506225586","42.19509506225586","42.19509506225586"
"9539","57.245262145996094","57.245262145996094","57.245262145996094","113.9947738647461","113.9947738647461","113.9947738647461","33.019134521484375","33.019134521484375","33.019134521484375","57.32742691040039","57.32742691040039","57.32742691040039","113.24410247802734","113.24410247802734","113.24410247802734","32.714534759521484","32.714534759521484","32.714534759521484"
"9569","56.85871887207031","56.85871887207031","56.85871887207031","118.22825622558594","118.22825622558594","118.22825622558594","39.15349197387695","39.15349197387695","39.15349197387695","56.869895935058594","56.869895935058594","56.869895935058594","118.90194702148438","118.90194702148438","118.90194702148438","39.32912826538086","39.32912826538086","39.32912826538086"
"9599","53.98792266845703","53.98792266845703","53.98792266845703","112.42206573486328","112.42206573486328","112.42206573486328","33.59395980834961","33.59395980834961","33.59395980834961","53.750244140625","53.750244140625","53.750244140625","111.80970764160156","111.80970764160156","111.80970764160156","33.66921615600586","33.66921615600586","33.66921615600586"
"9629","54.33716583251953","54.33716583251953","54.33716583251953","112.43043518066406","112.43043518066406","112.43043518066406","44.13019561767578","44.13019561767578","44.13019561767578","54.38918685913086","54.38918685913086","54.38918685913086","112.02080535888672","112.02080535888672","112.02080535888672","43.828819274902344","43.828819274902344","43.828819274902344"
"9659","64.36528015136719","64.36528015136719","64.36528015136719","111.70160675048828","111.70160675048828","111.70160675048828","38.087127685546875","38.087127685546875","38.087127685546875","64.34559631347656","64.34559631347656","64.34559631347656","111.96011352539062","111.96011352539062","111.96011352539062","37.87966537475586","37.87966537475586","37.87966537475586"
"9689","48.56972885131836","48.56972885131836","48.56972885131836","98.89549255371094","98.89549255371094","98.89549255371094","24.088842391967773","24.088842391967773","24.088842391967773","48.825897216796875","48.825897216796875","48.825897216796875","98.8470458984375","98.8470458984375","98.8470458984375","24.076122283935547","24.076122283935547","24.076122283935547"
"9719","55.1867561340332","55.1867561340332","55.1867561340332","125.9275131225586","125.9275131225586","125.9275131225586","36.573482513427734","36.573482513427734","36.573482513427734","55.356048583984375","55.356048583984375","55.356048583984375","125.28324127197266","125.28324127197266","125.28324127197266","36.39229965209961","36.39229965209961","36.39229965209961"
"9749","58.75914764404297","58.75914764404297","58.75914764404297","117.20542907714844","117.20542907714844","117.20542907714844","41.71482467651367","41.71482467651367","41.71482467651367","58.8532600402832","58.8532600402832","58.8532600402832","117.03810119628906","117.03810119628906","117.03810119628906","41.48709487915039","41.48709487915039","41.48709487915039"
"9779","55.91279220581055","55.91279220581055","55.91279220581055","122.25360870361328","122.25360870361328","122.25360870361328","34.243377685546875","34.243377685546875","34.243377685546875","55.96500778198242","55.96500778198242","55.96500778198242","121.76046752929688","121.76046752929688","121.76046752929688","34.24828338623047","34.24828338623047","34.24828338623047"
"9809","53.07175827026367","53.07175827026367","53.07175827026367","115.77860260009766","115.77860260009766","115.77860260009766","35.10354995727539","35.10354995727539","35.10354995727539","52.98414993286133","52.98414993286133","52.98414993286133","115.41690063476562","115.41690063476562","115.41690063476562","35.17792892456055","35.17792892456055","35.17792892456055"
"9839","54.219783782958984","54.219783782958984","54.219783782958984","118.94608306884766","118.94608306884766","118.94608306884766","49.02610397338867","49.02610397338867","49.02610397338867","54.14033508300781","54.14033508300781","54.14033508300781","117.69442749023438","117.69442749023438","117.69442749023438","49.23902130126953","49.23902130126953","49.23902130126953"
"9869","49.57497787475586","49.57497787475586","49.57497787475586","101.6942367553711","101.6942367553711","101.6942367553711","31.2423095703125","31.2423095703125","31.2423095703125","49.75961685180664","49.75961685180664","49.75961685180664","101.6913070678711","101.6913070678711","101.6913070678711","31.2634220123291","31.2634220123291","31.2634220123291"
"9899","50.04623794555664","50.04623794555664","50.04623794555664","116.74421691894531","116.74421691894531","116.74421691894531","34.80189895629883","34.80189895629883","34.80189895629883","49.97115707397461","49.97115707397461","49.97115707397461","116.58970642089844","116.58970642089844","116.58970642089844","34.858184814453125","34.858184814453125","34.858184814453125"
"9929","58.748416900634766","58.748416900634766","58.748416900634766","126.46343231201172","126.46343231201172","126.46343231201172","37.81252670288086","37.81252670288086","37.81252670288086","58.76598358154297","58.76598358154297","58.76598358154297","125.45903778076172","125.45903778076172","125.45903778076172","37.63317108154297","37.63317108154297","37.63317108154297"
"9959","53.30233383178711","53.30233383178711","53.30233383178711","112.7552490234375","112.7552490234375","112.7552490234375","38.83682632446289","38.83682632446289","38.83682632446289","53.3214111328125","53.3214111328125","53.3214111328125","111.92314147949219","111.92314147949219","111.92314147949219","38.99538803100586","38.99538803100586","38.99538803100586"
"9989","45.22311019897461","45.22311019897461","45.22311019897461","104.57577514648438","104.57577514648438","104.57577514648438","27.747962951660156","27.747962951660156","27.747962951660156","45.47115707397461","45.47115707397461","45.47115707397461","104.40128326416016","104.40128326416016","104.40128326416016","27.58138656616211","27.58138656616211","27.58138656616211"
"10019","52.97983932495117","52.97983932495117","52.97983932495117","115.79066467285156","115.79066467285156","115.79066467285156","38.76185607910156","38.76185607910156","38.76185607910156","52.70530319213867","52.70530319213867","52.70530319213867","115.59257507324219","115.59257507324219","115.59257507324219","38.845027923583984","38.845027923583984","38.845027923583984"
"10049","56.88666915893555","56.88666915893555","56.88666915893555","112.9845962524414","112.9845962524414","112.9845962524414","37.03821563720703","37.03821563720703","37.03821563720703","56.86954879760742","56.86954879760742","56.86954879760742","112.876953125","112.876953125","112.876953125","37.44451141357422","37.44451141357422","37.44451141357422"
"10079","52.39634323120117","52.39634323120117","52.39634323120117","111.76642608642578","111.76642608642578","111.76642608642578","35.320770263671875","35.320770263671875","35.320770263671875","52.34370803833008","52.34370803833008","52.34370803833008","111.60951232910156","111.60951232910156","111.60951232910156","34.85710525512695","34.85710525512695","34.85710525512695"
"10109","48.19175720214844","48.19175720214844","48.19175720214844","98.62718200683594","98.62718200683594","98.62718200683594","34.18762969970703","34.18762969970703","34.18762969970703","48.45228576660156","48.45228576660156","48.45228576660156","98.35059356689453","98.35059356689453","98.35059356689453","34.083824157714844","34.083824157714844","34.083824157714844"
"10139","57.09254837036133","57.09254837036133","57.09254837036133","120.39165496826172","120.39165496826172","120.39165496826172","36.90153884887695","36.90153884887695","36.90153884887695","57.195682525634766","57.195682525634766","57.195682525634766","120.35746002197266","120.35746002197266","120.35746002197266","37.24982833862305","37.24982833862305","37.24982833862305"
"10169","60.22488784790039","60.22488784790039","60.22488784790039","115.71815490722656","115.71815490722656","115.71815490722656","39.813148498535156","39.813148498535156","39.813148498535156","60.06356430053711","60.06356430053711","60.06356430053711","114.23380279541016","114.23380279541016","114.23380279541016","39.58900451660156","39.58900451660156","39.58900451660156"
"10199","54.77880096435547","54.77880096435547","54.77880096435547","115.54352569580078","115.54352569580078","115.54352569580078","43.06078338623047","43.06078338623047","43.06078338623047","54.856624603271484","54.856624603271484","54.856624603271484","116.30638122558594","116.30638122558594","116.30638122558594","43.3322639465332","43.3322639465332","43.3322639465332"
"10229","59.118408203125","59.118408203125","59.118408203125","126.32111358642578","126.32111358642578","126.32111358642578","32.06399917602539","32.06399917602539","32.06399917602539","59.04315948486328","59.04315948486328","59.04315948486328","126.31507873535156","126.31507873535156","126.31507873535156","31.997892379760742","31.997892379760742","31.997892379760742"
"10259","54.50892639160156","54.50892639160156","54.50892639160156","109.47113800048828","109.47113800048828","109.47113800048828","29.2777099609375","29.2777099609375","29.2777099609375","54.41106414794922","54.41106414794922","54.41106414794922","108.94647979736328","108.94647979736328","108.94647979736328","29.363866806030273","29.363866806030273","29.363866806030273"
"10289","45.05030059814453","45.05030059814453","45.05030059814453","101.47705841064453","101.47705841064453","101.47705841064453","36.21238708496094","36.21238708496094","36.21238708496094","44.9457893371582","44.9457893371582","44.9457893371582","102.36036682128906","102.36036682128906","102.36036682128906","36.16014099121094","36.16014099121094","36.16014099121094"
"10319","54.53849411010742","54.53849411010742","54.53849411010742","108.20375061035156","108.20375061035156","108.20375061035156","36.31837463378906","36.31837463378906","36.31837463378906","54.27766418457031","54.27766418457031","54.27766418457031","107.91341400146484","107.91341400146484","107.91341400146484","36.37579345703125","36.37579345703125","36.37579345703125"
"10349","60.59722137451172","60.59722137451172","60.59722137451172","136.32403564453125","136.32403564453125","136.32403564453125","46.01732635498047","46.01732635498047","46.01732635498047","60.58220672607422","60.58220672607422","60.58220672607422","136.1710205078125","136.1710205078125","136.1710205078125","46.11518859863281","46.11518859863281","46.11518859863281"
"10379","52.84787368774414","52.84787368774414","52.84787368774414","110.29527282714844","110.29527282714844","110.29527282714844","40.00770568847656","40.00770568847656","40.00770568847656","52.99904251098633","52.99904251098633","52.99904251098633","110.61666107177734","110.61666107177734","110.61666107177734","40.014854431152344","40.014854431152344","40.014854431152344"
"10409","57.85555648803711","57.85555648803711","57.85555648803711","122.971923828125","122.971923828125","122.971923828125","35.682212829589844","35.682212829589844","35.682212829589844","57.59506607055664","57.59506607055664","57.59506607055664","121.36803436279297","121.36803436279297","121.36803436279297","35.810176849365234","35.810176849365234","35.810176849365234"
"10439","55.25568389892578","55.25568389892578","55.25568389892578","111.0513916015625","111.0513916015625","111.0513916015625","35.58726501464844","35.58726501464844","35.58726501464844","55.3757209777832","55.3757209777832","55.3757209777832","110.02230072021484","110.02230072021484","110.02230072021484","35.68291473388672","35.68291473388672","35.68291473388672"
"10469","56.86823272705078","56.86823272705078","56.86823272705078","121.40654754638672","121.40654754638672","121.40654754638672","31.198766708374023","31.198766708374023","31.198766708374023","56.78068542480469","56.78068542480469","56.78068542480469","120.87117004394531","120.87117004394531","120.87117004394531","30.92438316345215","30.92438316345215","30.92438316345215"
"10499","54.97557830810547","54.97557830810547","54.97557830810547","116.31795501708984","116.31795501708984","116.31795501708984","49.34115982055664","49.34115982055664","49.34115982055664","54.76272201538086","54.76272201538086","54.76272201538086","116.87239837646484","116.87239837646484","116.87239837646484","49.59273910522461","49.59273910522461","49.59273910522461"
"10529","58.924530029296875","58.924530029296875","58.924530029296875","114.62599182128906","114.62599182128906","114.62599182128906","33.180599212646484","33.180599212646484","33.180599212646484","58.915897369384766","58.915897369384766","58.915897369384766","114.91434478759766","114.91434478759766","114.91434478759766","33.09803771972656","33.09803771972656","33.09803771972656"
"10559","56.31885528564453","56.31885528564453","56.31885528564453","114.13689422607422","114.13689422607422","114.13689422607422","38.03032684326172","38.03032684326172","38.03032684326172","56.42110824584961","56.42110824584961","56.42110824584961","113.7059326171875","113.7059326171875","113.7059326171875","37.85441970825195","37.85441970825195","37.85441970825195"
"10589","54.45283889770508","54.45283889770508","54.45283889770508","120.7362060546875","120.7362060546875","120.7362060546875","34.25037384033203","34.25037384033203","34.25037384033203","54.18274688720703","54.18274688720703","54.18274688720703","120.0022201538086","120.0022201538086","120.0022201538086","34.25608444213867","34.25608444213867","34.25608444213867"
"10619","52.30280303955078","52.30280303955078","52.30280303955078","107.00326538085938","107.00326538085938","107.00326538085938","36.30876922607422","36.30876922607422","36.30876922607422","52.17449188232422","52.17449188232422","52.17449188232422","106.72884368896484","106.72884368896484","106.72884368896484","35.73426818847656","35.73426818847656","35.73426818847656"
"10649","55.03401184082031","55.03401184082031","55.03401184082031","125.72030639648438","125.72030639648438","125.72030639648438","39.336753845214844","39.336753845214844","39.336753845214844","54.74314498901367","54.74314498901367","54.74314498901367","125.35454559326172","125.35454559326172","125.35454559326172","39.06247329711914","39.06247329711914","39.06247329711914"
"10679","50.149871826171875","50.149871826171875","50.149871826171875","96.93880462646484","96.93880462646484","96.93880462646484","29.823871612548828","29.823871612548828","29.823871612548828","50.02693557739258","50.02693557739258","50.02693557739258","97.15706634521484","97.15706634521484","97.15706634521484","29.692317962646484","29.692317962646484","29.692317962646484"
"10709","51.92479705810547","51.92479705810547","51.92479705810547","109.2198715209961","109.2198715209961","109.2198715209961","31.31424331665039","31.31424331665039","31.31424331665039","51.793582916259766","51.793582916259766","51.793582916259766","109.06937408447266","109.06937408447266","109.06937408447266","31.456876754760742","31.456876754760742","31.456876754760742"
"10739","54.60775375366211","54.60775375366211","54.60775375366211","120.80093383789062","120.80093383789062","120.80093383789062","41.52008056640625","41.52008056640625","41.52008056640625","54.71240997314453","54.71240997314453","54.71240997314453","120.18560028076172","120.18560028076172","120.18560028076172","41.685028076171875","41.685028076171875","41.685028076171875"
"10769","56.908241271972656","56.908241271972656","56.908241271972656","114.2979965209961","114.2979965209961","114.2979965209961","39.56718444824219","39.56718444824219","39.56718444824219","56.79898452758789","56.79898452758789","56.79898452758789","113.84027099609375","113.84027099609375","113.84027099609375","40.000892639160156","40.000892639160156","40.000892639160156"
"10799","54.4333381652832","54.4333381652832","54.4333381652832","110.91288757324219","110.91288757324219","110.91288757324219","37.86094665527344","37.86094665527344","37.86094665527344","54.58887481689453","54.58887481689453","54.58887481689453","110.14673614501953","110.14673614501953","110.14673614501953","37.86826705932617","37.86826705932617","37.86826705932617"
"10829","49.13473129272461","49.13473129272461","49.13473129272461","107.9103012084961","107.9103012084961","107.9103012084961","32.89033889770508","32.89033889770508","32.89033889770508","49.07099533081055","49.07099533081055","49.07099533081055","107.70314025878906","107.70314025878906","107.70314025878906","32.862274169921875","32.862274169921875","32.862274169921875"
"10859","55.72654342651367","55.72654342651367","55.72654342651367","114.38441467285156","114.38441467285156","114.38441467285156","29.29547691345215","29.29547691345215","29.29547691345215","55.408485412597656","55.408485412597656","55.408485412597656","114.03465270996094","114.03465270996094","114.03465270996094","29.1879940032959","29.1879940032959","29.1879940032959"
"10889","51.13227462768555","51.13227462768555","51.13227462768555","106.84131622314453","106.84131622314453","106.84131622314453","33.06879425048828","33.06879425048828","33.06879425048828","51.07821273803711","51.07821273803711","51.07821273803711","106.58472442626953","106.58472442626953","106.58472442626953","33.23500442504883","33.23500442504883","33.23500442504883"
"10919","52.762264251708984","52.762264251708984","52.762264251708984","110.63198852539062","110.63198852539062","110.63198852539062","33.32307052612305","33.32307052612305","33.32307052612305","52.57644271850586","52.57644271850586","52.57644271850586","111.64552307128906","111.64552307128906","111.64552307128906","33.789127349853516","33.789127349853516","33.789127349853516"
"10949","55.67784118652344","55.67784118652344","55.67784118652344","117.39360809326172","117.39360809326172","117.39360809326172","41.021629333496094","41.021629333496094","41.021629333496094","55.73182678222656","55.73182678222656","55.73182678222656","117.43741607666016","117.43741607666016","117.43741607666016","41.305145263671875","41.305145263671875","41.305145263671875"
"10979","51.81276321411133","51.81276321411133","51.81276321411133","112.18353271484375","112.18353271484375","112.18353271484375","35.71511459350586","35.71511459350586","35.71511459350586","51.72236251831055","51.72236251831055","51.72236251831055","112.25240325927734","112.25240325927734","112.25240325927734","35.67266845703125","35.67266845703125","35.67266845703125"
"11009","54.43299102783203","54.43299102783203","54.43299102783203","118.10225677490234","118.10225677490234","118.10225677490234","33.769283294677734","33.769283294677734","33.769283294677734","54.417274475097656","54.417274475097656","54.417274475097656","118.49394989013672","118.49394989013672","118.49394989013672","33.43234634399414","33.43234634399414","33.43234634399414"
"11039","54.867488861083984","54.867488861083984","54.867488861083984","108.52916717529297","108.52916717529297","108.52916717529297","31.73641586303711","31.73641586303711","31.73641586303711","54.65458679199219","54.65458679199219","54.65458679199219","108.30418395996094","108.30418395996094","108.30418395996094","31.4674072265625","31.4674072265625","31.4674072265625"
"11069","49.038509368896484","49.038509368896484","49.038509368896484","112.43022918701172","112.43022918701172","112.43022918701172","29.898639678955078","29.898639678955078","29.898639678955078","48.82578659057617","48.82578659057617","48.82578659057617","113.1138916015625","113.1138916015625","113.1138916015625","29.93099021911621","29.93099021911621","29.93099021911621"
"11099","65.96401977539062","65.96401977539062","65.96401977539062","113.8217544555664","113.8217544555664","113.8217544555664","35.651912689208984","35.651912689208984","35.651912689208984","65.4273681640625","65.4273681640625","65.4273681640625","114.11175537109375","114.11175537109375","114.11175537109375","35.255287170410156","35.255287170410156","35.255287170410156"
"11129","52.14714813232422","52.14714813232422","52.14714813232422","103.62311553955078","103.62311553955078","103.62311553955078","31.638397216796875","31.638397216796875","31.638397216796875","52.113670349121094","52.113670349121094","52.113670349121094","102.80939483642578","102.80939483642578","102.80939483642578","31.707904815673828","31.707904815673828","31.707904815673828"
"11159","56.1456298828125","56.1456298828125","56.1456298828125","107.9145278930664","107.9145278930664","107.9145278930664","36.04328918457031","36.04328918457031","36.04328918457031","56.16472625732422","56.16472625732422","56.16472625732422","107.77558135986328","107.77558135986328","107.77558135986328","36.1491813659668","36.1491813659668","36.1491813659668"
"11189","50.67995071411133","50.67995071411133","50.67995071411133","103.57542419433594","103.57542419433594","103.57542419433594","33.16645050048828","33.16645050048828","33.16645050048828","50.47447967529297","50.47447967529297","50.47447967529297","103.6598129272461","103.6598129272461","103.6598129272461","33.07388687133789","33.07388687133789","33.07388687133789"
"11219","52.31920623779297","52.31920623779297","52.31920623779297","100.80660247802734","100.80660247802734","100.80660247802734","31.29813003540039","31.29813003540039","31.29813003540039","51.84763717651367","51.84763717651367","51.84763717651367","100.33677673339844","100.33677673339844","100.33677673339844","31.18704605102539","31.18704605102539","31.18704605102539"
"11249","49.94807434082031","49.94807434082031","49.94807434082031","109.49244689941406","109.49244689941406","109.49244689941406","33.448036193847656","33.448036193847656","33.448036193847656","50.13050842285156","50.13050842285156","50.13050842285156","109.61688232421875","109.61688232421875","109.61688232421875","33.29812240600586","33.29812240600586","33.29812240600586"
"11279","46.440765380859375","46.440765380859375","46.440765380859375","99.93630981445312","99.93630981445312","99.93630981445312","31.30779457092285","31.30779457092285","31.30779457092285","46.67670440673828","46.67670440673828","46.67670440673828","99.50984954833984","99.50984954833984","99.50984954833984","31.29749870300293","31.29749870300293","31.29749870300293"
"11309","51.86066436767578","51.86066436767578","51.86066436767578","105.8820571899414","105.8820571899414","105.8820571899414","32.43097686767578","32.43097686767578","32.43097686767578","51.40104675292969","51.40104675292969","51.40104675292969","105.51728057861328","105.51728057861328","105.51728057861328","31.83516502380371","31.83516502380371","31.83516502380371"
"11339","54.126609802246094","54.126609802246094","54.126609802246094","122.30109405517578","122.30109405517578","122.30109405517578","40.3841438293457","40.3841438293457","40.3841438293457","54.45142364501953","54.45142364501953","54.45142364501953","122.07177734375","122.07177734375","122.07177734375","40.215843200683594","40.215843200683594","40.215843200683594"
"11369","52.85675811767578","52.85675811767578","52.85675811767578","112.18306732177734","112.18306732177734","112.18306732177734","29.44597625732422","29.44597625732422","29.44597625732422","53.052490234375","53.052490234375","53.052490234375","112.65716552734375","112.65716552734375","112.65716552734375","29.456472396850586","29.456472396850586","29.456472396850586"
"11399","54.09754943847656","54.09754943847656","54.09754943847656","107.52731323242188","107.52731323242188","107.52731323242188","32.882652282714844","32.882652282714844","32.882652282714844","54.0623664855957","54.0623664855957","54.0623664855957","107.87735748291016","107.87735748291016","107.87735748291016","32.65325164794922","32.65325164794922","32.65325164794922"
"11429","50.55005645751953","50.55005645751953","50.55005645751953","99.83866882324219","99.83866882324219","99.83866882324219","28.525014877319336","28.525014877319336","28.525014877319336","50.60358428955078","50.60358428955078","50.60358428955078","99.4976577758789","99.4976577758789","99.4976577758789","28.50771713256836","28.50771713256836","28.50771713256836"
"11459","52.830936431884766","52.830936431884766","52.830936431884766","106.74388122558594","106.74388122558594","106.74388122558594","30.498952865600586","30.498952865600586","30.498952865600586","52.869842529296875","52.869842529296875","52.869842529296875","106.48114013671875","106.48114013671875","106.48114013671875","30.42101287841797","30.42101287841797","30.42101287841797"
"11489","51.12302780151367","51.12302780151367","51.12302780151367","112.55320739746094","112.55320739746094","112.55320739746094","39.82963943481445","39.82963943481445","39.82963943481445","51.42354965209961","51.42354965209961","51.42354965209961","112.23323822021484","112.23323822021484","112.23323822021484","39.624061584472656","39.624061584472656","39.624061584472656"
"11519","47.532196044921875","47.532196044921875","47.532196044921875","101.49407958984375","101.49407958984375","101.49407958984375","35.351619720458984","35.351619720458984","35.351619720458984","47.32217788696289","47.32217788696289","47.32217788696289","101.05846405029297","101.05846405029297","101.05846405029297","35.20758056640625","35.20758056640625","35.20758056640625"
"11549","48.11726379394531","48.11726379394531","48.11726379394531","102.76962280273438","102.76962280273438","102.76962280273438","29.525678634643555","29.525678634643555","29.525678634643555","47.85123825073242","47.85123825073242","47.85123825073242","102.08839416503906","102.08839416503906","102.08839416503906","29.655136108398438","29.655136108398438","29.655136108398438"
"11579","58.68489074707031","58.68489074707031","58.68489074707031","113.75045776367188","113.75045776367188","113.75045776367188","34.07802963256836","34.07802963256836","34.07802963256836","58.492401123046875","58.492401123046875","58.492401123046875","113.7657699584961","113.7657699584961","113.7657699584961","34.153324127197266","34.153324127197266","34.153324127197266"
"11609","55.59955978393555","55.59955978393555","55.59955978393555","116.89615631103516","116.89615631103516","116.89615631103516","28.893510818481445","28.893510818481445","28.893510818481445","55.72972869873047","55.72972869873047","55.72972869873047","117.19099426269531","117.19099426269531","117.19099426269531","28.749176025390625","28.749176025390625","28.749176025390625"
"11639","46.79301834106445","46.79301834106445","46.79301834106445","106.17854309082031","106.17854309082031","106.17854309082031","33.91884994506836","33.91884994506836","33.91884994506836","46.57635498046875","46.57635498046875","46.57635498046875","105.68631744384766","105.68631744384766","105.68631744384766","34.180049896240234","34.180049896240234","34.180049896240234"
"11669","56.58127975463867","56.58127975463867","56.58127975463867","116.14325714111328","116.14325714111328","116.14325714111328","31.33893394470215","31.33893394470215","31.33893394470215","56.51218032836914","56.51218032836914","56.51218032836914","116.11573028564453","116.11573028564453","116.11573028564453","31.50347137451172","31.50347137451172","31.50347137451172"
"11699","49.23310470581055","49.23310470581055","49.23310470581055","100.01412963867188","100.01412963867188","100.01412963867188","27.4938907623291","27.4938907623291","27.4938907623291","49.16865539550781","49.16865539550781","49.16865539550781","100.32774353027344","100.32774353027344","100.32774353027344","27.480194091796875","27.480194091796875","27.480194091796875"
"11729","50.339111328125","50.339111328125","50.339111328125","107.22203063964844","107.22203063964844","107.22203063964844","28.465776443481445","28.465776443481445","28.465776443481445","50.461185455322266","50.461185455322266","50.461185455322266","106.66558074951172","106.66558074951172","106.66558074951172","28.27937889099121","28.27937889099121","28.27937889099121"
"11759","46.813201904296875","46.813201904296875","46.813201904296875","109.1132583618164","109.1132583618164","109.1132583618164","36.5709228515625","36.5709228515625","36.5709228515625","46.74778366088867","46.74778366088867","46.74778366088867","108.1854476928711","108.1854476928711","108.1854476928711","36.991798400878906","36.991798400878906","36.991798400878906"
"11789","55.49578094482422","55.49578094482422","55.49578094482422","119.9650650024414","119.9650650024414","119.9650650024414","27.215450286865234","27.215450286865234","27.215450286865234","55.572967529296875","55.572967529296875","55.572967529296875","119.2411117553711","119.2411117553711","119.2411117553711","27.349559783935547","27.349559783935547","27.349559783935547"
"11819","54.211082458496094","54.211082458496094","54.211082458496094","109.02619171142578","109.02619171142578","109.02619171142578","38.68555450439453","38.68555450439453","38.68555450439453","54.473567962646484","54.473567962646484","54.473567962646484","109.30208587646484","109.30208587646484","109.30208587646484","38.654788970947266","38.654788970947266","38.654788970947266"
"11849","58.00331115722656","58.00331115722656","58.00331115722656","122.85565185546875","122.85565185546875","122.85565185546875","38.76327896118164","38.76327896118164","38.76327896118164","57.92808532714844","57.92808532714844","57.92808532714844","121.5325927734375","121.5325927734375","121.5325927734375","38.411556243896484","38.411556243896484","38.411556243896484"
"11879","54.65732192993164","54.65732192993164","54.65732192993164","110.81302642822266","110.81302642822266","110.81302642822266","30.622968673706055","30.622968673706055","30.622968673706055","54.66106414794922","54.66106414794922","54.66106414794922","110.04820251464844","110.04820251464844","110.04820251464844","30.88981056213379","30.88981056213379","30.88981056213379"
"11909","53.57899856567383","53.57899856567383","53.57899856567383","118.87071990966797","118.87071990966797","118.87071990966797","29.750247955322266","29.750247955322266","29.750247955322266","53.35540008544922","53.35540008544922","53.35540008544922","118.92013549804688","118.92013549804688","118.92013549804688","29.478118896484375","29.478118896484375","29.478118896484375"
"11939","55.20923614501953","55.20923614501953","55.20923614501953","122.19154357910156","122.19154357910156","122.19154357910156","41.18272018432617","41.18272018432617","41.18272018432617","55.29973602294922","55.29973602294922","55.29973602294922","122.8586654663086","122.8586654663086","122.8586654663086","41.1306037902832","41.1306037902832","41.1306037902832"
"11969","51.973724365234375","51.973724365234375","51.973724365234375","109.70464324951172","109.70464324951172","109.70464324951172","31.737972259521484","31.737972259521484","31.737972259521484","51.847572326660156","51.847572326660156","51.847572326660156","109.38310241699219","109.38310241699219","109.38310241699219","32.0727424621582","32.0727424621582","32.0727424621582"
"11999","52.623046875","52.623046875","52.623046875","113.92281341552734","113.92281341552734","113.92281341552734","28.417755126953125","28.417755126953125","28.417755126953125","52.7470588684082","52.7470588684082","52.7470588684082","114.31804656982422","114.31804656982422","114.31804656982422","28.35589599609375","28.35589599609375","28.35589599609375"
