"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"10439","66.70616149902344","66.70616149902344","66.70616149902344","109.80633544921875","109.80633544921875","109.80633544921875","29.849212646484375","29.849212646484375","29.849212646484375","66.3327407836914","66.3327407836914","66.3327407836914","108.78125762939453","108.78125762939453","108.78125762939453","29.751832962036133","29.751832962036133","29.751832962036133"
"10469","70.01763153076172","70.01763153076172","70.01763153076172","117.940185546875","117.940185546875","117.940185546875","33.60768127441406","33.60768127441406","33.60768127441406","70.1988296508789","70.1988296508789","70.1988296508789","117.51429748535156","117.51429748535156","117.51429748535156","33.615684509277344","33.615684509277344","33.615684509277344"
"10499","74.08148956298828","74.08148956298828","74.08148956298828","144.2307891845703","144.2307891845703","144.2307891845703","45.996463775634766","45.996463775634766","45.996463775634766","73.23802947998047","73.23802947998047","73.23802947998047","143.54318237304688","143.54318237304688","143.54318237304688","45.8637580871582","45.8637580871582","45.8637580871582"
"10529","68.76963806152344","68.76963806152344","68.76963806152344","129.73861694335938","129.73861694335938","129.73861694335938","37.58570861816406","37.58570861816406","37.58570861816406","68.51134490966797","68.51134490966797","68.51134490966797","130.42703247070312","130.42703247070312","130.42703247070312","37.80644989013672","37.80644989013672","37.80644989013672"
"10559","64.47698974609375","64.47698974609375","64.47698974609375","116.55218505859375","116.55218505859375","116.55218505859375","27.09172248840332","27.09172248840332","27.09172248840332","64.5064926147461","64.5064926147461","64.5064926147461","116.80374908447266","116.80374908447266","116.80374908447266","27.338735580444336","27.338735580444336","27.338735580444336"
"10589","57.42959976196289","57.42959976196289","57.42959976196289","111.71884155273438","111.71884155273438","111.71884155273438","27.87228012084961","27.87228012084961","27.87228012084961","57.73659133911133","57.73659133911133","57.73659133911133","111.00175476074219","111.00175476074219","111.00175476074219","27.725465774536133","27.725465774536133","27.725465774536133"
"10619","66.23751831054688","66.23751831054688","66.23751831054688","122.90837860107422","122.90837860107422","122.90837860107422","41.11778259277344","41.11778259277344","41.11778259277344","66.32524108886719","66.32524108886719","66.32524108886719","122.87208557128906","122.87208557128906","122.87208557128906","41.53123474121094","41.53123474121094","41.53123474121094"
"10649","65.8700180053711","65.8700180053711","65.8700180053711","109.18206787109375","109.18206787109375","109.18206787109375","35.76517868041992","35.76517868041992","35.76517868041992","65.89822387695312","65.89822387695312","65.89822387695312","109.23365020751953","109.23365020751953","109.23365020751953","35.74626159667969","35.74626159667969","35.74626159667969"
"10679","61.33722686767578","61.33722686767578","61.33722686767578","104.91930389404297","104.91930389404297","104.91930389404297","35.70298385620117","35.70298385620117","35.70298385620117","61.30766296386719","61.30766296386719","61.30766296386719","104.26634216308594","104.26634216308594","104.26634216308594","35.6408576965332","35.6408576965332","35.6408576965332"
"10709","63.613739013671875","63.613739013671875","63.613739013671875","124.73997497558594","124.73997497558594","124.73997497558594","34.00959014892578","34.00959014892578","34.00959014892578","63.656341552734375","63.656341552734375","63.656341552734375","124.99331665039062","124.99331665039062","124.99331665039062","33.747371673583984","33.747371673583984","33.747371673583984"
"10739","62.00567626953125","62.00567626953125","62.00567626953125","115.92415618896484","115.92415618896484","115.92415618896484","27.85247802734375","27.85247802734375","27.85247802734375","62.08462905883789","62.08462905883789","62.08462905883789","114.42546844482422","114.42546844482422","114.42546844482422","27.533498764038086","27.533498764038086","27.533498764038086"
"10769","66.0093994140625","66.0093994140625","66.0093994140625","130.39938354492188","130.39938354492188","130.39938354492188","32.21534729003906","32.21534729003906","32.21534729003906","66.21609497070312","66.21609497070312","66.21609497070312","130.11895751953125","130.11895751953125","130.11895751953125","32.18461608886719","32.18461608886719","32.18461608886719"
"10799","59.98374938964844","59.98374938964844","59.98374938964844","111.99565887451172","111.99565887451172","111.99565887451172","31.031932830810547","31.031932830810547","31.031932830810547","59.85453796386719","59.85453796386719","59.85453796386719","111.19493865966797","111.19493865966797","111.19493865966797","31.05353355407715","31.05353355407715","31.05353355407715"
"10829","65.06641387939453","65.06641387939453","65.06641387939453","122.24415588378906","122.24415588378906","122.24415588378906","39.03820037841797","39.03820037841797","39.03820037841797","65.39415740966797","65.39415740966797","65.39415740966797","121.14369201660156","121.14369201660156","121.14369201660156","39.64191818237305","39.64191818237305","39.64191818237305"
"10859","62.53755569458008","62.53755569458008","62.53755569458008","114.33354949951172","114.33354949951172","114.33354949951172","32.575355529785156","32.575355529785156","32.575355529785156","62.64427185058594","62.64427185058594","62.64427185058594","113.24275207519531","113.24275207519531","113.24275207519531","32.37028121948242","32.37028121948242","32.37028121948242"
"10889","63.62946701049805","63.62946701049805","63.62946701049805","117.16874694824219","117.16874694824219","117.16874694824219","31.96160125732422","31.96160125732422","31.96160125732422","63.82932662963867","63.82932662963867","63.82932662963867","117.55646514892578","117.55646514892578","117.55646514892578","32.47382354736328","32.47382354736328","32.47382354736328"
"10919","61.44224548339844","61.44224548339844","61.44224548339844","121.61259460449219","121.61259460449219","121.61259460449219","31.5150089263916","31.5150089263916","31.5150089263916","61.556884765625","61.556884765625","61.556884765625","120.93151092529297","120.93151092529297","120.93151092529297","31.641815185546875","31.641815185546875","31.641815185546875"
"10949","61.26399612426758","61.26399612426758","61.26399612426758","108.77474212646484","108.77474212646484","108.77474212646484","33.797908782958984","33.797908782958984","33.797908782958984","61.09545135498047","61.09545135498047","61.09545135498047","108.80065155029297","108.80065155029297","108.80065155029297","33.60953903198242","33.60953903198242","33.60953903198242"
"10979","66.50968933105469","66.50968933105469","66.50968933105469","124.53760528564453","124.53760528564453","124.53760528564453","36.40809631347656","36.40809631347656","36.40809631347656","66.50922393798828","66.50922393798828","66.50922393798828","125.11206817626953","125.11206817626953","125.11206817626953","36.303218841552734","36.303218841552734","36.303218841552734"
"11009","62.44207763671875","62.44207763671875","62.44207763671875","119.07036590576172","119.07036590576172","119.07036590576172","43.680477142333984","43.680477142333984","43.680477142333984","62.69318771362305","62.69318771362305","62.69318771362305","117.81739807128906","117.81739807128906","117.81739807128906","43.917938232421875","43.917938232421875","43.917938232421875"
"11039","58.817195892333984","58.817195892333984","58.817195892333984","111.75870513916016","111.75870513916016","111.75870513916016","25.656484603881836","25.656484603881836","25.656484603881836","58.65608596801758","58.65608596801758","58.65608596801758","111.35484313964844","111.35484313964844","111.35484313964844","25.921953201293945","25.921953201293945","25.921953201293945"
"11069","61.12868118286133","61.12868118286133","61.12868118286133","113.10267639160156","113.10267639160156","113.10267639160156","32.98529052734375","32.98529052734375","32.98529052734375","61.337039947509766","61.337039947509766","61.337039947509766","113.26808166503906","113.26808166503906","113.26808166503906","32.976806640625","32.976806640625","32.976806640625"
"11099","67.2995376586914","67.2995376586914","67.2995376586914","123.86835479736328","123.86835479736328","123.86835479736328","36.0809326171875","36.0809326171875","36.0809326171875","67.76927947998047","67.76927947998047","67.76927947998047","123.39958953857422","123.39958953857422","123.39958953857422","36.00379943847656","36.00379943847656","36.00379943847656"
"11129","63.99114990234375","63.99114990234375","63.99114990234375","117.09212493896484","117.09212493896484","117.09212493896484","26.23493766784668","26.23493766784668","26.23493766784668","63.99907684326172","63.99907684326172","63.99907684326172","116.82144165039062","116.82144165039062","116.82144165039062","26.315126419067383","26.315126419067383","26.315126419067383"
"11159","61.70829772949219","61.70829772949219","61.70829772949219","110.71031951904297","110.71031951904297","110.71031951904297","32.469478607177734","32.469478607177734","32.469478607177734","61.62728500366211","61.62728500366211","61.62728500366211","111.50956726074219","111.50956726074219","111.50956726074219","32.37604904174805","32.37604904174805","32.37604904174805"
"11189","63.34949493408203","63.34949493408203","63.34949493408203","115.74911499023438","115.74911499023438","115.74911499023438","40.881771087646484","40.881771087646484","40.881771087646484","63.42488098144531","63.42488098144531","63.42488098144531","115.03244018554688","115.03244018554688","115.03244018554688","40.78239059448242","40.78239059448242","40.78239059448242"
"11219","66.96261596679688","66.96261596679688","66.96261596679688","129.44134521484375","129.44134521484375","129.44134521484375","31.4801082611084","31.4801082611084","31.4801082611084","66.98748779296875","66.98748779296875","66.98748779296875","129.25149536132812","129.25149536132812","129.25149536132812","31.515966415405273","31.515966415405273","31.515966415405273"
"11249","63.10613250732422","63.10613250732422","63.10613250732422","113.69185638427734","113.69185638427734","113.69185638427734","33.85950469970703","33.85950469970703","33.85950469970703","63.3727912902832","63.3727912902832","63.3727912902832","113.3837890625","113.3837890625","113.3837890625","34.0052375793457","34.0052375793457","34.0052375793457"
"11279","64.29191589355469","64.29191589355469","64.29191589355469","120.32840728759766","120.32840728759766","120.32840728759766","39.47380828857422","39.47380828857422","39.47380828857422","64.16716766357422","64.16716766357422","64.16716766357422","119.65434265136719","119.65434265136719","119.65434265136719","39.02742004394531","39.02742004394531","39.02742004394531"
"11309","63.14366912841797","63.14366912841797","63.14366912841797","121.6347427368164","121.6347427368164","121.6347427368164","35.5892219543457","35.5892219543457","35.5892219543457","63.11103439331055","63.11103439331055","63.11103439331055","122.28663635253906","122.28663635253906","122.28663635253906","35.216026306152344","35.216026306152344","35.216026306152344"
"11339","70.00829315185547","70.00829315185547","70.00829315185547","125.1447982788086","125.1447982788086","125.1447982788086","44.75957107543945","44.75957107543945","44.75957107543945","70.18102264404297","70.18102264404297","70.18102264404297","125.73046875","125.73046875","125.73046875","45.0439453125","45.0439453125","45.0439453125"
"11369","63.44597625732422","63.44597625732422","63.44597625732422","118.85645294189453","118.85645294189453","118.85645294189453","36.57378387451172","36.57378387451172","36.57378387451172","62.93939208984375","62.93939208984375","62.93939208984375","119.15643310546875","119.15643310546875","119.15643310546875","36.57349395751953","36.57349395751953","36.57349395751953"
"11399","58.55820083618164","58.55820083618164","58.55820083618164","103.04706573486328","103.04706573486328","103.04706573486328","32.702293395996094","32.702293395996094","32.702293395996094","58.35218048095703","58.35218048095703","58.35218048095703","102.26496124267578","102.26496124267578","102.26496124267578","32.67322540283203","32.67322540283203","32.67322540283203"
"11429","54.20429611206055","54.20429611206055","54.20429611206055","107.28565979003906","107.28565979003906","107.28565979003906","25.44950294494629","25.44950294494629","25.44950294494629","54.18539047241211","54.18539047241211","54.18539047241211","106.66815948486328","106.66815948486328","106.66815948486328","25.395187377929688","25.395187377929688","25.395187377929688"
"11459","59.29972457885742","59.29972457885742","59.29972457885742","112.13648223876953","112.13648223876953","112.13648223876953","29.694765090942383","29.694765090942383","29.694765090942383","58.96002960205078","58.96002960205078","58.96002960205078","111.16082000732422","111.16082000732422","111.16082000732422","29.498510360717773","29.498510360717773","29.498510360717773"
"11489","59.50336837768555","59.50336837768555","59.50336837768555","104.88982391357422","104.88982391357422","104.88982391357422","27.679636001586914","27.679636001586914","27.679636001586914","59.404842376708984","59.404842376708984","59.404842376708984","104.81924438476562","104.81924438476562","104.81924438476562","27.644262313842773","27.644262313842773","27.644262313842773"
"11519","67.42745208740234","67.42745208740234","67.42745208740234","124.21314239501953","124.21314239501953","124.21314239501953","39.515140533447266","39.515140533447266","39.515140533447266","67.2187271118164","67.2187271118164","67.2187271118164","122.94975280761719","122.94975280761719","122.94975280761719","39.54027557373047","39.54027557373047","39.54027557373047"
"11549","78.53363037109375","78.53363037109375","78.53363037109375","136.84185791015625","136.84185791015625","136.84185791015625","48.40782928466797","48.40782928466797","48.40782928466797","78.35340881347656","78.35340881347656","78.35340881347656","137.37136840820312","137.37136840820312","137.37136840820312","48.436805725097656","48.436805725097656","48.436805725097656"
"11579","60.28635025024414","60.28635025024414","60.28635025024414","115.474609375","115.474609375","115.474609375","36.4267463684082","36.4267463684082","36.4267463684082","60.16681671142578","60.16681671142578","60.16681671142578","115.2172622680664","115.2172622680664","115.2172622680664","36.21452331542969","36.21452331542969","36.21452331542969"
"11609","62.714900970458984","62.714900970458984","62.714900970458984","122.11593627929688","122.11593627929688","122.11593627929688","48.71625518798828","48.71625518798828","48.71625518798828","62.418739318847656","62.418739318847656","62.418739318847656","122.84918975830078","122.84918975830078","122.84918975830078","48.70105743408203","48.70105743408203","48.70105743408203"
"11639","64.15270233154297","64.15270233154297","64.15270233154297","109.97017669677734","109.97017669677734","109.97017669677734","30.933856964111328","30.933856964111328","30.933856964111328","64.1327133178711","64.1327133178711","64.1327133178711","110.2668228149414","110.2668228149414","110.2668228149414","30.990081787109375","30.990081787109375","30.990081787109375"
"11669","64.17129516601562","64.17129516601562","64.17129516601562","116.41024780273438","116.41024780273438","116.41024780273438","34.337764739990234","34.337764739990234","34.337764739990234","64.37675476074219","64.37675476074219","64.37675476074219","116.18550872802734","116.18550872802734","116.18550872802734","34.17854309082031","34.17854309082031","34.17854309082031"
"11699","64.43793487548828","64.43793487548828","64.43793487548828","112.98001861572266","112.98001861572266","112.98001861572266","32.09366989135742","32.09366989135742","32.09366989135742","64.20042419433594","64.20042419433594","64.20042419433594","112.1276626586914","112.1276626586914","112.1276626586914","32.35922622680664","32.35922622680664","32.35922622680664"
"11729","59.616756439208984","59.616756439208984","59.616756439208984","117.740234375","117.740234375","117.740234375","33.19913101196289","33.19913101196289","33.19913101196289","59.89246368408203","59.89246368408203","59.89246368408203","117.39391326904297","117.39391326904297","117.39391326904297","33.220863342285156","33.220863342285156","33.220863342285156"
"11759","65.38227081298828","65.38227081298828","65.38227081298828","116.2704086303711","116.2704086303711","116.2704086303711","36.562400817871094","36.562400817871094","36.562400817871094","65.69950866699219","65.69950866699219","65.69950866699219","115.9225845336914","115.9225845336914","115.9225845336914","36.45875549316406","36.45875549316406","36.45875549316406"
"11789","61.39973449707031","61.39973449707031","61.39973449707031","115.5047607421875","115.5047607421875","115.5047607421875","41.10055160522461","41.10055160522461","41.10055160522461","61.5572509765625","61.5572509765625","61.5572509765625","114.8447036743164","114.8447036743164","114.8447036743164","40.45686340332031","40.45686340332031","40.45686340332031"
"11819","65.37718963623047","65.37718963623047","65.37718963623047","118.99613189697266","118.99613189697266","118.99613189697266","35.27740478515625","35.27740478515625","35.27740478515625","65.47029113769531","65.47029113769531","65.47029113769531","118.16153717041016","118.16153717041016","118.16153717041016","35.27781677246094","35.27781677246094","35.27781677246094"
"11849","58.280277252197266","58.280277252197266","58.280277252197266","105.53206634521484","105.53206634521484","105.53206634521484","24.408031463623047","24.408031463623047","24.408031463623047","58.213279724121094","58.213279724121094","58.213279724121094","105.58405303955078","105.58405303955078","105.58405303955078","24.428958892822266","24.428958892822266","24.428958892822266"
"11879","62.80198287963867","62.80198287963867","62.80198287963867","115.8197250366211","115.8197250366211","115.8197250366211","35.11109924316406","35.11109924316406","35.11109924316406","62.61686325073242","62.61686325073242","62.61686325073242","115.64329528808594","115.64329528808594","115.64329528808594","35.25986099243164","35.25986099243164","35.25986099243164"
"11909","65.78804016113281","65.78804016113281","65.78804016113281","119.98887634277344","119.98887634277344","119.98887634277344","34.4070930480957","34.4070930480957","34.4070930480957","65.48686981201172","65.48686981201172","65.48686981201172","120.28510284423828","120.28510284423828","120.28510284423828","34.15671920776367","34.15671920776367","34.15671920776367"
"11939","61.60413360595703","61.60413360595703","61.60413360595703","122.73957061767578","122.73957061767578","122.73957061767578","30.056798934936523","30.056798934936523","30.056798934936523","61.801239013671875","61.801239013671875","61.801239013671875","122.65235900878906","122.65235900878906","122.65235900878906","30.316823959350586","30.316823959350586","30.316823959350586"
"11969","66.99974822998047","66.99974822998047","66.99974822998047","118.27296447753906","118.27296447753906","118.27296447753906","33.34076690673828","33.34076690673828","33.34076690673828","66.64299774169922","66.64299774169922","66.64299774169922","118.20153045654297","118.20153045654297","118.20153045654297","33.423919677734375","33.423919677734375","33.423919677734375"
"11999","65.53434753417969","65.53434753417969","65.53434753417969","111.87531280517578","111.87531280517578","111.87531280517578","28.0936222076416","28.0936222076416","28.0936222076416","65.72886657714844","65.72886657714844","65.72886657714844","111.71136474609375","111.71136474609375","111.71136474609375","28.159414291381836","28.159414291381836","28.159414291381836"
"12029","76.57842254638672","76.57842254638672","76.57842254638672","126.64559173583984","126.64559173583984","126.64559173583984","35.03989028930664","35.03989028930664","35.03989028930664","76.43451690673828","76.43451690673828","76.43451690673828","125.00932312011719","125.00932312011719","125.00932312011719","35.04452896118164","35.04452896118164","35.04452896118164"
"12059","67.25503540039062","67.25503540039062","67.25503540039062","125.2479248046875","125.2479248046875","125.2479248046875","38.132659912109375","38.132659912109375","38.132659912109375","66.97479248046875","66.97479248046875","66.97479248046875","124.46685028076172","124.46685028076172","124.46685028076172","38.23188400268555","38.23188400268555","38.23188400268555"
"12089","62.82192611694336","62.82192611694336","62.82192611694336","107.1385726928711","107.1385726928711","107.1385726928711","30.974021911621094","30.974021911621094","30.974021911621094","62.594608306884766","62.594608306884766","62.594608306884766","107.35298919677734","107.35298919677734","107.35298919677734","31.09784507751465","31.09784507751465","31.09784507751465"
"12119","76.88445281982422","76.88445281982422","76.88445281982422","118.48871612548828","118.48871612548828","118.48871612548828","29.1813907623291","29.1813907623291","29.1813907623291","76.41023254394531","76.41023254394531","76.41023254394531","118.6393814086914","118.6393814086914","118.6393814086914","29.277063369750977","29.277063369750977","29.277063369750977"
"12149","61.60081100463867","61.60081100463867","61.60081100463867","118.78565979003906","118.78565979003906","118.78565979003906","32.7399787902832","32.7399787902832","32.7399787902832","61.28125","61.28125","61.28125","118.77848052978516","118.77848052978516","118.77848052978516","32.81156539916992","32.81156539916992","32.81156539916992"
"12179","61.48789978027344","61.48789978027344","61.48789978027344","112.61800384521484","112.61800384521484","112.61800384521484","23.62356948852539","23.62356948852539","23.62356948852539","61.46614074707031","61.46614074707031","61.46614074707031","113.1094970703125","113.1094970703125","113.1094970703125","23.722482681274414","23.722482681274414","23.722482681274414"
"12209","58.580078125","58.580078125","58.580078125","110.47513580322266","110.47513580322266","110.47513580322266","26.796875","26.796875","26.796875","58.54630661010742","58.54630661010742","58.54630661010742","110.07888793945312","110.07888793945312","110.07888793945312","26.611434936523438","26.611434936523438","26.611434936523438"
"12239","57.277225494384766","57.277225494384766","57.277225494384766","112.40286254882812","112.40286254882812","112.40286254882812","29.9171085357666","29.9171085357666","29.9171085357666","57.30730438232422","57.30730438232422","57.30730438232422","112.78638458251953","112.78638458251953","112.78638458251953","29.7469425201416","29.7469425201416","29.7469425201416"
"12269","61.64755630493164","61.64755630493164","61.64755630493164","110.15030670166016","110.15030670166016","110.15030670166016","37.0583381652832","37.0583381652832","37.0583381652832","61.82585906982422","61.82585906982422","61.82585906982422","109.11324310302734","109.11324310302734","109.11324310302734","36.655494689941406","36.655494689941406","36.655494689941406"
"12299","60.06906509399414","60.06906509399414","60.06906509399414","112.78443145751953","112.78443145751953","112.78443145751953","36.474876403808594","36.474876403808594","36.474876403808594","60.024784088134766","60.024784088134766","60.024784088134766","112.73716735839844","112.73716735839844","112.73716735839844","36.84690475463867","36.84690475463867","36.84690475463867"
"12329","68.09928894042969","68.09928894042969","68.09928894042969","134.37289428710938","134.37289428710938","134.37289428710938","35.6605224609375","35.6605224609375","35.6605224609375","67.9622802734375","67.9622802734375","67.9622802734375","133.49098205566406","133.49098205566406","133.49098205566406","35.593292236328125","35.593292236328125","35.593292236328125"
"12359","61.94232177734375","61.94232177734375","61.94232177734375","115.24724578857422","115.24724578857422","115.24724578857422","28.28667449951172","28.28667449951172","28.28667449951172","61.66575241088867","61.66575241088867","61.66575241088867","115.60458374023438","115.60458374023438","115.60458374023438","28.041303634643555","28.041303634643555","28.041303634643555"
"12389","68.0669937133789","68.0669937133789","68.0669937133789","127.04364776611328","127.04364776611328","127.04364776611328","43.263023376464844","43.263023376464844","43.263023376464844","68.30940246582031","68.30940246582031","68.30940246582031","126.31359100341797","126.31359100341797","126.31359100341797","43.38054656982422","43.38054656982422","43.38054656982422"
"12419","66.80667114257812","66.80667114257812","66.80667114257812","121.14111328125","121.14111328125","121.14111328125","28.024837493896484","28.024837493896484","28.024837493896484","66.24303436279297","66.24303436279297","66.24303436279297","120.592041015625","120.592041015625","120.592041015625","27.931549072265625","27.931549072265625","27.931549072265625"
"12449","65.45303344726562","65.45303344726562","65.45303344726562","120.3645248413086","120.3645248413086","120.3645248413086","40.94209289550781","40.94209289550781","40.94209289550781","65.03395080566406","65.03395080566406","65.03395080566406","119.77902221679688","119.77902221679688","119.77902221679688","40.92318344116211","40.92318344116211","40.92318344116211"
"12479","59.0043830871582","59.0043830871582","59.0043830871582","112.45748901367188","112.45748901367188","112.45748901367188","44.11110305786133","44.11110305786133","44.11110305786133","58.83984375","58.83984375","58.83984375","112.33050537109375","112.33050537109375","112.33050537109375","44.3686408996582","44.3686408996582","44.3686408996582"
"12509","67.38417053222656","67.38417053222656","67.38417053222656","130.55300903320312","130.55300903320312","130.55300903320312","41.75761032104492","41.75761032104492","41.75761032104492","67.41546630859375","67.41546630859375","67.41546630859375","129.86837768554688","129.86837768554688","129.86837768554688","41.727909088134766","41.727909088134766","41.727909088134766"
"12539","68.96951293945312","68.96951293945312","68.96951293945312","125.12957000732422","125.12957000732422","125.12957000732422","35.429325103759766","35.429325103759766","35.429325103759766","68.89213562011719","68.89213562011719","68.89213562011719","124.68257904052734","124.68257904052734","124.68257904052734","35.1075439453125","35.1075439453125","35.1075439453125"
"12569","59.601966857910156","59.601966857910156","59.601966857910156","123.89498138427734","123.89498138427734","123.89498138427734","30.96014976501465","30.96014976501465","30.96014976501465","59.46710968017578","59.46710968017578","59.46710968017578","124.74618530273438","124.74618530273438","124.74618530273438","30.859012603759766","30.859012603759766","30.859012603759766"
"12599","66.9894027709961","66.9894027709961","66.9894027709961","124.4333724975586","124.4333724975586","124.4333724975586","39.0038948059082","39.0038948059082","39.0038948059082","67.14358520507812","67.14358520507812","67.14358520507812","125.38016510009766","125.38016510009766","125.38016510009766","38.81883239746094","38.81883239746094","38.81883239746094"
"12629","66.01883697509766","66.01883697509766","66.01883697509766","125.71552276611328","125.71552276611328","125.71552276611328","27.98307991027832","27.98307991027832","27.98307991027832","66.20128631591797","66.20128631591797","66.20128631591797","125.73763275146484","125.73763275146484","125.73763275146484","28.188724517822266","28.188724517822266","28.188724517822266"
"12659","63.892024993896484","63.892024993896484","63.892024993896484","115.23299407958984","115.23299407958984","115.23299407958984","31.569204330444336","31.569204330444336","31.569204330444336","63.57379150390625","63.57379150390625","63.57379150390625","116.03960418701172","116.03960418701172","116.03960418701172","31.467269897460938","31.467269897460938","31.467269897460938"
"12689","63.294822692871094","63.294822692871094","63.294822692871094","112.2695083618164","112.2695083618164","112.2695083618164","33.932743072509766","33.932743072509766","33.932743072509766","62.7347412109375","62.7347412109375","62.7347412109375","112.17044830322266","112.17044830322266","112.17044830322266","33.98340606689453","33.98340606689453","33.98340606689453"
"12719","57.13025665283203","57.13025665283203","57.13025665283203","107.90451049804688","107.90451049804688","107.90451049804688","24.548200607299805","24.548200607299805","24.548200607299805","57.03831100463867","57.03831100463867","57.03831100463867","108.56346130371094","108.56346130371094","108.56346130371094","24.499027252197266","24.499027252197266","24.499027252197266"
"12749","63.869842529296875","63.869842529296875","63.869842529296875","114.53264617919922","114.53264617919922","114.53264617919922","29.077606201171875","29.077606201171875","29.077606201171875","63.861228942871094","63.861228942871094","63.861228942871094","114.50392150878906","114.50392150878906","114.50392150878906","29.06867027282715","29.06867027282715","29.06867027282715"
"12779","61.399417877197266","61.399417877197266","61.399417877197266","111.04351043701172","111.04351043701172","111.04351043701172","34.95083999633789","34.95083999633789","34.95083999633789","61.52037048339844","61.52037048339844","61.52037048339844","110.07970428466797","110.07970428466797","110.07970428466797","34.67496871948242","34.67496871948242","34.67496871948242"
"12809","68.07538604736328","68.07538604736328","68.07538604736328","132.38694763183594","132.38694763183594","132.38694763183594","42.981414794921875","42.981414794921875","42.981414794921875","67.72553253173828","67.72553253173828","67.72553253173828","132.45997619628906","132.45997619628906","132.45997619628906","43.329627990722656","43.329627990722656","43.329627990722656"
"12839","65.37081909179688","65.37081909179688","65.37081909179688","110.39071655273438","110.39071655273438","110.39071655273438","36.94662857055664","36.94662857055664","36.94662857055664","65.32827758789062","65.32827758789062","65.32827758789062","109.08417510986328","109.08417510986328","109.08417510986328","36.90430450439453","36.90430450439453","36.90430450439453"
"12869","69.56773376464844","69.56773376464844","69.56773376464844","121.86976623535156","121.86976623535156","121.86976623535156","37.006351470947266","37.006351470947266","37.006351470947266","69.57565307617188","69.57565307617188","69.57565307617188","121.76107025146484","121.76107025146484","121.76107025146484","37.42620086669922","37.42620086669922","37.42620086669922"
"12899","57.85125732421875","57.85125732421875","57.85125732421875","115.2913818359375","115.2913818359375","115.2913818359375","43.90267562866211","43.90267562866211","43.90267562866211","57.89947509765625","57.89947509765625","57.89947509765625","115.00395965576172","115.00395965576172","115.00395965576172","43.97446060180664","43.97446060180664","43.97446060180664"
"12929","66.34440612792969","66.34440612792969","66.34440612792969","116.761474609375","116.761474609375","116.761474609375","33.49912643432617","33.49912643432617","33.49912643432617","66.16594696044922","66.16594696044922","66.16594696044922","116.45439147949219","116.45439147949219","116.45439147949219","33.483150482177734","33.483150482177734","33.483150482177734"
"12959","59.56332778930664","59.56332778930664","59.56332778930664","145.7684783935547","145.7684783935547","145.7684783935547","36.59426498413086","36.59426498413086","36.59426498413086","59.22883987426758","59.22883987426758","59.22883987426758","144.08045959472656","144.08045959472656","144.08045959472656","36.69882583618164","36.69882583618164","36.69882583618164"
"12989","67.60624694824219","67.60624694824219","67.60624694824219","127.28079986572266","127.28079986572266","127.28079986572266","38.48111343383789","38.48111343383789","38.48111343383789","67.2386474609375","67.2386474609375","67.2386474609375","126.77040100097656","126.77040100097656","126.77040100097656","38.66805648803711","38.66805648803711","38.66805648803711"
"13019","63.84606170654297","63.84606170654297","63.84606170654297","118.25000762939453","118.25000762939453","118.25000762939453","35.26200866699219","35.26200866699219","35.26200866699219","63.78339767456055","63.78339767456055","63.78339767456055","118.96390533447266","118.96390533447266","118.96390533447266","35.09074020385742","35.09074020385742","35.09074020385742"
"13049","68.0067138671875","68.0067138671875","68.0067138671875","125.32817840576172","125.32817840576172","125.32817840576172","33.62640380859375","33.62640380859375","33.62640380859375","68.00785064697266","68.00785064697266","68.00785064697266","125.11050415039062","125.11050415039062","125.11050415039062","33.681396484375","33.681396484375","33.681396484375"
